method,policy,fold_id,condition,aspect_threshold,runner_up_threshold,heldout_presence_f1,heldout_presence_ap,oracle_stage2_f1,selected_review_aspects,two_sentiment_instances,heldout_pair_micro_f1,heldout_pair_micro_precision,heldout_pair_micro_recall,overall_pair_micro_f1,overall_pair_micro_precision,overall_pair_micro_recall,seen_pair_micro_f1,seen_pair_micro_precision,seen_pair_micro_recall,selected_learning_rate
tfidf,review_filtered,l2-a09,D,0.585711313066,0.674242815627,0.174496644295302,0.6593457411106931,0.46153846153846156,2139,51,0.07741935483870968,0.04225352112676056,0.46153846153846156,0.3374505928853755,0.31187214611872144,0.36759956942949407,0.3478037503210891,0.33056640625,0.36693766937669375,
tfidf,review_filtered,l2-a09,N,0.585711313066,0.674242815627,0.46808510638297873,0.7623197835421942,0.46153846153846156,2037,45,0.2127659574468085,0.14705882352941177,0.38461538461538464,0.3461928934010152,0.3275696445725264,0.36706135629709363,0.3478037503210891,0.33056640625,0.36693766937669375,
tfidf,review_filtered,l2-a10,D,0.570535175146,0.905285008161,0.2677165354330709,0.4164998606640947,0.5555555555555556,2144,6,0.14173228346456693,0.08256880733944955,0.5,0.3403193612774451,0.3172093023255814,0.36706135629709363,0.346817830456068,0.3297403233708966,0.3657608695652174,
tfidf,review_filtered,l2-a10,N,0.570535175146,0.905285008161,0.25,0.14809759584790735,0.5555555555555556,2089,6,0.1111111111111111,0.07407407407407407,0.2222222222222222,0.34252466481153554,0.32315035799522673,0.3643702906350915,0.346817830456068,0.3297403233708966,0.3657608695652174,
tfidf,review_filtered,l2-a11,D,0.546155526882,0.904551366613,0.453125,0.4774583099726458,0.6470588235294118,2293,7,0.328125,0.2727272727272727,0.4117647058823529,0.3371813371813372,0.30478260869565216,0.3772874058127018,0.337468982630273,0.30589293747188484,0.37631433314886553,
tfidf,review_filtered,l2-a11,N,0.546155526882,0.904551366613,0.26506024096385544,0.25638733856070856,0.6470588235294118,2248,7,0.21686746987951808,0.28125,0.17647058823529413,0.3350352540724532,0.3055432372505543,0.37082884822389667,0.337468982630273,0.30589293747188484,0.37631433314886553,
tfidf,review_filtered,l2-a12,D,0.58811454132,0.892483652586,0.4246153846153846,0.41634512578665733,0.671875,2073,8,0.3128834355828221,0.25757575757575757,0.3984375,0.33764914953033764,0.3195579048534358,0.3579117330462863,0.3398837531137559,0.3260754115772703,0.35491329479768785,
tfidf,review_filtered,l2-a12,N,0.58811454132,0.892483652586,0.45739910313901344,0.36649458233733456,0.671875,1971,7,0.31390134529147984,0.3684210526315789,0.2734375,0.3383733055265902,0.3281092012133468,0.34930032292787944,0.3398837531137559,0.3260754115772703,0.35491329479768785,
tfidf,label_masked_all_reviews,l2-a01,D,0.594483817697,0.359593842563,0.5,0.40911137134662745,0.43902439024390244,1994,176,0.23275862068965517,0.17880794701986755,0.3333333333333333,0.31082423038728896,0.28847926267281104,0.3369214208826695,0.315595363540569,0.29668152550767707,0.33708497467642096,
tfidf,label_masked_all_reviews,l2-a01,N,0.594483817697,0.359593842563,0.36363636363636365,0.2638942574798817,0.45121951219512196,1924,172,0.17721518987341772,0.18181818181818182,0.1728395061728395,0.310065756196257,0.2924618320610687,0.32992465016146394,0.315595363540569,0.29668152550767707,0.33708497467642096,
tfidf,label_masked_all_reviews,l2-a02,D,0.575327058705,0.91,0.1878453038674033,0.1875475130571178,0.7861271676300579,2090,6,0.15469613259668508,0.14736842105263157,0.16279069767441862,0.3353566009104704,0.3163167938931298,0.35683530678148545,0.34402332361516036,0.3243378310844578,0.3662528216704289,
tfidf,label_masked_all_reviews,l2-a02,N,0.575327058705,0.91,0.125,0.17761147903887503,0.5317919075144508,2021,6,0.07142857142857142,0.15384615384615385,0.046511627906976744,0.3361647361647362,0.32215096201282684,0.35145317545748117,0.34402332361516036,0.3243378310844578,0.3662528216704289,
tfidf,label_masked_all_reviews,l2-a03,D,0.637189519263,0.97,0.24731182795698925,0.4113350482450072,0.6209476309226932,1718,3,0.16487455197132617,0.2929936305732484,0.11471321695760599,0.3330539256775636,0.3463102847181871,0.3207750269106566,0.36411784177424694,0.3516624040920716,0.37748798901853126,
tfidf,label_masked_all_reviews,l2-a03,N,0.637189519263,0.97,0.10114942528735632,0.40346372709504597,0.6184538653366584,1595,3,0.06436781609195402,0.4117647058823529,0.034912718204488775,0.3263888888888889,0.35294117647058826,0.30355220667384286,0.36411784177424694,0.3516624040920716,0.37748798901853126,
tfidf,label_masked_all_reviews,l2-a04,D,0.56,0.911483375808,0.3269230769230769,0.5986429467218587,0.6363636363636364,2215,7,0.17142857142857143,0.10843373493975904,0.4090909090909091,0.33676470588235297,0.3091809180918092,0.3697524219590958,0.3411320754716981,0.3169705469845722,0.369281045751634,
tfidf,label_masked_all_reviews,l2-a04,N,0.56,0.911483375808,0.5230769230769231,0.6552538815537876,0.6363636363636364,2176,6,0.27692307692307694,0.20930232558139536,0.4090909090909091,0.3400990099009901,0.3148487626031164,0.3697524219590958,0.3411320754716981,0.3169705469845722,0.369281045751634,
tfidf,label_masked_all_reviews,l2-a05,D,0.562615604053,0.67,0.4112903225806452,0.37555869653194957,0.7899159663865546,2115,44,0.3412698412698413,0.3208955223880597,0.3644067796610169,0.3355738113019666,0.3121815655396017,0.3627556512378902,0.3351925630810093,0.31160493827160496,0.3626436781609195,
tfidf,label_masked_all_reviews,l2-a05,N,0.562615604053,0.67,0.06153846153846154,0.17111375335020051,0.7899159663865546,1997,40,0.046153846153846156,0.25,0.025423728813559324,0.3255455712451861,0.3112420225822288,0.341227125941873,0.3351925630810093,0.31160493827160496,0.3626436781609195,
tfidf,label_masked_all_reviews,l2-a06,D,0.632003512897,0.92190037183,0.49404761904761907,0.7692350993989782,0.6187961985216474,1902,5,0.3465491923641703,0.5784313725490197,0.24737945492662475,0.3086321381142098,0.3046670162558993,0.3127018299246502,0.3002594033722438,0.271873165002936,0.33526430123099205,
tfidf,label_masked_all_reviews,l2-a06,N,0.632003512897,0.92190037183,0.7388535031847133,0.7932077343103454,0.6399155227032735,2015,6,0.47044025157232705,0.5880503144654088,0.3920335429769392,0.3351379221448827,0.32162295893122217,0.34983853606027987,0.3002594033722438,0.271873165002936,0.33526430123099205,
tfidf,label_masked_all_reviews,l2-a07,D,0.628643485982,0.368544921116,0.54375,0.5920730347627421,0.7551020408163265,1709,120,0.42073170731707316,0.43260188087774293,0.4094955489614243,0.32926498508272306,0.3318753417167851,0.32669537136706134,0.3094688221709007,0.31059602649006623,0.30834976988823143,
tfidf,label_masked_all_reviews,l2-a07,N,0.628643485982,0.368544921116,0.48849557522123893,0.5756826421840473,0.7507246376811594,1634,119,0.40344827586206894,0.48148148148148145,0.34718100890207715,0.32456383273331485,0.3342840844266971,0.3153928955866523,0.3094688221709007,0.31059602649006623,0.30834976988823143,
tfidf,label_masked_all_reviews,l2-a08,D,0.55952907318,0.914858505159,0.41530054644808745,0.4631839240162061,0.6666666666666666,2139,7,0.30434782608695654,0.4827586206896552,0.2222222222222222,0.33616383616383616,0.3136067101584343,0.3622174381054898,0.337696335078534,0.3089080459770115,0.37240184757505773,
tfidf,label_masked_all_reviews,l2-a08,N,0.55952907318,0.914858505159,0.18055555555555555,0.2856909845021345,0.6666666666666666,2100,7,0.12413793103448276,0.47368421052631576,0.07142857142857142,0.3298865069356873,0.3103939250118652,0.3519913885898816,0.337696335078534,0.3089080459770115,0.37240184757505773,
tfidf,label_masked_all_reviews,l2-a09,D,0.584270988518,0.67,0.16326530612244897,0.6380988674515178,0.46153846153846156,2138,46,0.0784313725490196,0.04285714285714286,0.46153846153846156,0.33943592281048984,0.3141025641025641,0.36921420882669537,0.3497042941630239,0.33268101761252444,0.3685636856368564,
tfidf,label_masked_all_reviews,l2-a09,N,0.584270988518,0.67,0.46808510638297873,0.7302331032773763,0.46153846153846156,2038,40,0.2127659574468085,0.14705882352941177,0.38461538461538464,0.3480691056910569,0.32964388835418673,0.36867599569429493,0.3497042941630239,0.33268101761252444,0.3685636856368564,
tfidf,label_masked_all_reviews,l2-a10,D,0.569488862188,0.91,0.25196850393700787,0.40035304896677815,0.5555555555555556,2126,6,0.14173228346456693,0.08256880733944955,0.5,0.34035087719298246,0.31848030018761725,0.36544671689989233,0.34688066269738543,0.33119130004943154,0.3641304347826087,
tfidf,label_masked_all_reviews,l2-a10,N,0.569488862188,0.91,0.25,0.14440682423315188,0.5555555555555556,2071,6,0.1111111111111111,0.07407407407407407,0.2222222222222222,0.342566709021601,0.32450649975926815,0.3627556512378902,0.34688066269738543,0.33119130004943154,0.3641304347826087,
tfidf,label_masked_all_reviews,l2-a11,D,0.544866980509,0.91,0.4496124031007752,0.4647525959333894,0.6470588235294118,2293,7,0.32558139534883723,0.2692307692307692,0.4117647058823529,0.33766233766233766,0.30521739130434783,0.37782561894510225,0.3380491437081162,0.30648064806480646,0.3768677365799668,
tfidf,label_masked_all_reviews,l2-a11,N,0.544866980509,0.91,0.2619047619047619,0.2462591040002058,0.6470588235294118,2248,7,0.21428571428571427,0.2727272727272727,0.17647058823529413,0.33552151714077316,0.30598669623059865,0.3713670613562971,0.3380491437081162,0.30648064806480646,0.3768677365799668,
tfidf,label_masked_all_reviews,l2-a12,D,0.596463325012,0.904753802068,0.3935483870967742,0.4050238481249196,0.671875,1987,6,0.2958199356913183,0.25136612021857924,0.359375,0.33809400155803687,0.3266432513798294,0.3503767491926803,0.3418079096045198,0.3342541436464088,0.34971098265895956,
tfidf,label_masked_all_reviews,l2-a12,N,0.596463325012,0.904753802068,0.423963133640553,0.3690715514240863,0.671875,1894,5,0.29493087557603687,0.3595505617977528,0.25,0.3391003460207612,0.33543970510795157,0.3428417653390743,0.3418079096045198,0.3342541436464088,0.34971098265895956,
distilbert,review_filtered,l2-a01,D,0.835932701826,0.99,0.01639344262295082,0.08479659808369536,0.9382716049382716,2231,0,0.01639344262295082,0.024390243902439025,0.012345679012345678,0.5047688921496698,0.4625728372926939,0.5554359526372443,0.5197882530879758,0.47077625570776255,0.5801913337084975,5e-05
distilbert,review_filtered,l2-a01,N,0.835932701826,0.99,0.08187134502923976,0.06802117506148028,0.9506172839506173,2280,0,0.08187134502923976,0.07777777777777778,0.08641975308641975,0.5016916384726922,0.45526315789473687,0.5586652314316469,0.5197882530879758,0.47077625570776255,0.5801913337084975,5e-05
distilbert,review_filtered,l2-a02,D,0.825203329325,0.463858932257,0.18565400843881857,0.13277520123918105,0.8837209302325582,2415,4,0.16877637130801687,0.13245033112582782,0.23255813953488372,0.5312134673836801,0.46961554361306324,0.6114101184068891,0.5524752475247525,0.49206349206349204,0.6297968397291196,5e-05
distilbert,review_filtered,l2-a02,N,0.825203329325,0.463858932257,0.19696969696969696,0.1411718068935293,0.9069767441860465,2442,5,0.1811320754716981,0.1340782122905028,0.27906976744186046,0.5296167247386759,0.46587658357172046,0.6135629709364908,0.5524752475247525,0.49206349206349204,0.6297968397291196,5e-05
distilbert,review_filtered,l2-a03,D,0.83189535141,0.467498108745,0.11428571428571428,0.45648603830998663,0.912718204488778,2144,2,0.10989010989010989,0.46296296296296297,0.06234413965087282,0.469030969030969,0.4375582479030755,0.5053821313240043,0.5150746689208228,0.43690248565965584,0.6273164035689773,5e-05
distilbert,review_filtered,l2-a03,N,0.83189535141,0.467498108745,0.11304347826086956,0.4489840114364761,0.9240348692403487,2149,2,0.10869565217391304,0.423728813559322,0.06234413965087282,0.46844599650785734,0.43654114365411434,0.5053821313240043,0.5150746689208228,0.43690248565965584,0.6273164035689773,5e-05
distilbert,review_filtered,l2-a04,D,0.72759282589,0.474553003907,0.05194805194805195,0.0527558517544441,0.7727272727272727,2613,2,0.05194805194805195,0.03636363636363636,0.09090909090909091,0.5146434160518668,0.4401529636711281,0.6194833153928956,0.5227479526842584,0.448828125,0.6258169934640523,5e-05
distilbert,review_filtered,l2-a04,N,0.72759282589,0.474553003907,0.06060606060606061,0.05071853131699908,0.8181818181818182,2701,2,0.06060606060606061,0.03496503496503497,0.22727272727272727,0.5060293795220346,0.4269330373658898,0.6210979547900969,0.5227479526842584,0.448828125,0.6258169934640523,5e-05
distilbert,review_filtered,l2-a05,D,0.820101827383,0.473166629672,0.12435233160621761,0.1388025141579318,0.9491525423728814,2278,3,0.11398963730569948,0.14666666666666667,0.09322033898305085,0.5059193041797536,0.4590092064883823,0.5635091496232508,0.5250886974151039,0.4696282864913871,0.5954022988505747,5e-05
distilbert,review_filtered,l2-a05,N,0.820101827383,0.473166629672,0.13333333333333333,0.12666743208251113,0.940677966101695,2310,3,0.12444444444444444,0.1308411214953271,0.11864406779661017,0.5034763845600575,0.45395590142671854,0.5651237890204521,0.5250886974151039,0.4696282864913871,0.5954022988505747,5e-05
distilbert,review_filtered,l2-a06,D,0.829132974148,0.48,0.0,0.5645888509077117,0.9121693121693122,1671,2,0.0,0.0,0.0,0.4367034834324554,0.460848774656306,0.414962325080732,0.5050769734687193,0.4611244019138756,0.558291093410572,5e-05
distilbert,review_filtered,l2-a06,N,0.829132974148,0.48,0.07797270955165692,0.46887751178848136,0.914466737064414,1715,2,0.07662835249042145,0.4444444444444444,0.041928721174004195,0.4425174825174825,0.46068724519510773,0.42572658772874056,0.5050769734687193,0.4611244019138756,0.558291093410572,5e-05
distilbert,review_filtered,l2-a07,D,0.820518940687,0.45,0.038781163434903045,0.3617046607619415,0.9451851851851852,2049,4,0.03856749311294766,0.2692307692307692,0.020771513353115726,0.4443876246484275,0.42328300048709205,0.46770721205597415,0.4859075535512965,0.42525900345337936,0.5667324128862591,5e-05
distilbert,review_filtered,l2-a07,N,0.820518940687,0.45,0.08900523560209424,0.3620795996290664,0.9465875370919882,2070,4,0.08854166666666667,0.3617021276595745,0.050445103857566766,0.4471007121057986,0.42381870781099323,0.4730893433799785,0.4859075535512965,0.42525900345337936,0.5667324128862591,5e-05
distilbert,review_filtered,l2-a08,D,0.79387152195,0.42,0.10218978102189781,0.3725419889029369,0.8286852589641435,2256,7,0.043478260869565216,0.25,0.023809523809523808,0.5134676049502548,0.4675209898365002,0.5694294940796556,0.5297514436354507,0.46868058640604177,0.609122401847575,5e-05
distilbert,review_filtered,l2-a08,N,0.79387152195,0.42,0.09523809523809523,0.28508041037705467,0.8286852589641435,2266,7,0.04054054054054054,0.13636363636363635,0.023809523809523808,0.5122246429435972,0.4654641443026837,0.5694294940796556,0.5297514436354507,0.46868058640604177,0.609122401847575,5e-05
distilbert,review_filtered,l2-a09,D,0.842512786388,0.99,0.2,0.09931079715683508,0.8461538461538461,1952,0,0.2,0.17647058823529413,0.23076923076923078,0.5181102362204725,0.5056352459016393,0.5312163616792249,0.5206349206349207,0.5085271317829457,0.5333333333333333,5e-05
distilbert,review_filtered,l2-a09,N,0.842512786388,0.99,0.10909090909090909,0.04700778280501634,0.8461538461538461,1977,0,0.10909090909090909,0.07142857142857142,0.23076923076923078,0.5147327249022164,0.4992412746585736,0.5312163616792249,0.5206349206349207,0.5085271317829457,0.5333333333333333,5e-05
distilbert,review_filtered,l2-a10,D,0.690463930368,0.99,0.25925925925925924,0.2515411967846005,0.8333333333333334,2334,0,0.25925925925925924,0.19444444444444445,0.3888888888888889,0.523854961832061,0.4704370179948586,0.5909580193756727,0.52730787820203,0.47476066144473456,0.5929347826086957,5e-05
distilbert,review_filtered,l2-a10,N,0.690463930368,0.99,0.12658227848101267,0.149239178168174,0.8333333333333334,2438,0,0.11392405063291139,0.06428571428571428,0.5,0.5121042830540037,0.45118949958982774,0.5920344456404736,0.52730787820203,0.47476066144473456,0.5929347826086957,5e-05
distilbert,review_filtered,l2-a11,D,0.734691560268,0.341074004769,0.09523809523809523,0.07994603851237145,0.8543689320388349,2778,39,0.09345794392523364,0.08928571428571429,0.09803921568627451,0.507379679144385,0.4210152644657437,0.6383207750269106,0.5170753064798599,0.427743571169866,0.6535694521306032,5e-05
distilbert,review_filtered,l2-a11,N,0.734691560268,0.341074004769,0.10344827586206896,0.07051785970257354,0.8543689320388349,2847,38,0.09142857142857143,0.06451612903225806,0.1568627450980392,0.5013704406493781,0.4121317157712305,0.639935414424112,0.5170753064798599,0.427743571169866,0.6535694521306032,5e-05
distilbert,review_filtered,l2-a12,D,0.802027493715,0.45,0.28019323671497587,0.3081682036672555,0.8984375,2590,3,0.25120772946859904,0.3291139240506329,0.203125,0.4906762525275219,0.42113382182799847,0.5877287405812702,0.5023562676720076,0.42402545743834524,0.6161849710982659,5e-05
distilbert,review_filtered,l2-a12,N,0.802027493715,0.45,0.2585551330798479,0.26520001832719636,0.8828125,2646,3,0.22813688212927757,0.2222222222222222,0.234375,0.486354559573996,0.41374103435258586,0.589881593110872,0.5023562676720076,0.42402545743834524,0.6161849710982659,5e-05
distilbert,label_masked_all_reviews,l2-a01,D,0.715138226748,0.99,0.029411764705882353,0.07634783386308969,0.8641975308641975,2983,0,0.029411764705882353,0.03636363636363636,0.024691358024691357,0.5032018178062384,0.40831377807576263,0.6555435952637244,0.5168969181721573,0.41530054644808745,0.6842993809791784,5e-05
distilbert,label_masked_all_reviews,l2-a01,N,0.715138226748,0.99,0.03162055335968379,0.06146034173407566,0.9135802469135802,3100,0,0.03162055335968379,0.023255813953488372,0.04938271604938271,0.49213392496974584,0.3935483870967742,0.6566200215285253,0.5168969181721573,0.41530054644808745,0.6842993809791784,5e-05
distilbert,label_masked_all_reviews,l2-a02,D,0.735707759857,0.99,0.20168067226890757,0.14062788899945686,0.9186046511627907,2746,0,0.18487394957983194,0.14473684210526316,0.2558139534883721,0.4952215464813206,0.4151493080844865,0.6135629709364908,0.5121392579019698,0.4309946029298381,0.6309255079006773,5e-05
distilbert,label_masked_all_reviews,l2-a02,N,0.735707759857,0.99,0.17196261682242991,0.14313850690403193,0.9186046511627907,3043,0,0.15700934579439252,0.0935412026726058,0.4883720930232558,0.47337278106508873,0.38120276043378243,0.6243272335844995,0.5121392579019698,0.4309946029298381,0.6309255079006773,5e-05
distilbert,label_masked_all_reviews,l2-a03,D,0.847884863615,0.36,0.02912621359223301,0.4154410203600144,0.9149198520345253,1205,6,0.02912621359223301,0.5454545454545454,0.014962593516209476,0.4177256435320951,0.5293146160198183,0.344994617868676,0.47798268724124954,0.5291666666666667,0.4358270418668497,5e-05
distilbert,label_masked_all_reviews,l2-a03,N,0.847884863615,0.36,0.0514018691588785,0.40292792994164217,0.9219330855018587,1221,7,0.05128205128205128,0.39285714285714285,0.02743142144638404,0.4186649384316267,0.5260586319218241,0.34768568353067814,0.47798268724124954,0.5291666666666667,0.4358270418668497,5e-05
distilbert,label_masked_all_reviews,l2-a04,D,0.786050498486,0.99,0.04819277108433735,0.046095663755571774,0.8181818181818182,3052,0,0.04819277108433735,0.03278688524590164,0.09090909090909091,0.48716904276985745,0.3918741808650065,0.643702906350915,0.4947172156619018,0.399197592778335,0.6503267973856209,5e-05
distilbert,label_masked_all_reviews,l2-a04,N,0.786050498486,0.99,0.0625,0.03254680086802536,0.9090909090909091,3225,0,0.0625,0.03418803418803419,0.36363636363636365,0.47294904583907144,0.3727131782945736,0.6469321851453176,0.4947172156619018,0.399197592778335,0.6503267973856209,5e-05
distilbert,label_masked_all_reviews,l2-a05,D,0.71622005105,0.483668491244,0.11320754716981132,0.12921128684625802,0.9491525423728814,2990,1,0.09433962264150944,0.10638297872340426,0.0847457627118644,0.48834811301299236,0.39585422935473086,0.6372443487621098,0.5063618718999353,0.40524680704176735,0.674712643678161,5e-05
distilbert,label_masked_all_reviews,l2-a05,N,0.71622005105,0.483668491244,0.1834862385321101,0.12004287688144614,0.940677966101695,3214,1,0.1743119266055046,0.11949685534591195,0.3220338983050847,0.47782377291543465,0.3769828926905132,0.6523143164693218,0.5063618718999353,0.40524680704176735,0.674712643678161,5e-05
distilbert,label_masked_all_reviews,l2-a06,D,0.854528069496,0.460181310773,0.012448132780082987,0.5191668086027357,0.9079365079365079,1575,3,0.012219959266802444,0.21428571428571427,0.006289308176100629,0.430151338766007,0.46831432192648925,0.3977395048439182,0.499830220713073,0.47058823529411764,0.5329471397538016,5e-05
distilbert,label_masked_all_reviews,l2-a06,N,0.854528069496,0.460181310773,0.047619047619047616,0.4511422197138646,0.9058201058201059,1597,3,0.03898635477582846,0.2777777777777778,0.020964360587002098,0.43146327356853675,0.46625,0.4015069967707212,0.499830220713073,0.47058823529411764,0.5329471397538016,5e-05
distilbert,label_masked_all_reviews,l2-a07,D,0.70937204361,0.460965245962,0.054945054945054944,0.37735886656319817,0.9361069836552749,2269,4,0.0546448087431694,0.3448275862068966,0.02967359050445104,0.4478334543694021,0.4069511658600968,0.49784714747039827,0.4860557768924303,0.4077540106951872,0.6015779092702169,5e-05
distilbert,label_masked_all_reviews,l2-a07,N,0.70937204361,0.460965245962,0.1382716049382716,0.37306853576605165,0.9464285714285714,2310,4,0.13267813267813267,0.38571428571428573,0.08011869436201781,0.45158197507190795,0.4070872947277442,0.5069967707212056,0.4860557768924303,0.4077540106951872,0.6015779092702169,5e-05
distilbert,label_masked_all_reviews,l2-a08,D,0.785804957151,0.424545496702,0.14184397163120568,0.40253331012718174,0.8492063492063492,2436,12,0.11267605633802817,0.5,0.06349206349206349,0.5099860659544821,0.4485294117647059,0.5909580193756727,0.5235350624399616,0.44819078947368424,0.6293302540415704,5e-05
distilbert,label_masked_all_reviews,l2-a08,N,0.785804957151,0.424545496702,0.22784810126582278,0.32681390562051416,0.8695652173913043,2453,13,0.1875,0.4411764705882353,0.11904761904761904,0.5111008325624422,0.4480940794809408,0.5947255113024758,0.5235350624399616,0.44819078947368424,0.6293302540415704,5e-05
distilbert,label_masked_all_reviews,l2-a09,D,0.753883033991,0.99,0.17777777777777778,0.06554358293924611,0.8461538461538461,2947,0,0.17777777777777778,0.125,0.3076923076923077,0.48324661810613945,0.3939599592806244,0.6248654467168999,0.4861344537815126,0.39691252144082334,0.62710027100271,5e-05
distilbert,label_masked_all_reviews,l2-a09,N,0.753883033991,0.99,0.06172839506172839,0.038621937745900434,0.7692307692307693,3064,0,0.04938271604938271,0.026845637583892617,0.3076923076923077,0.4717594473791142,0.3789164490861619,0.6248654467168999,0.4861344537815126,0.39691252144082334,0.62710027100271,5e-05
distilbert,label_masked_all_reviews,l2-a10,D,0.792987257242,0.410712227225,0.2,0.2536370585772034,0.8888888888888888,2419,19,0.1935483870967742,0.23076923076923078,0.16666666666666666,0.5,0.44052502050861364,0.5780409041980624,0.5022274325908558,0.4416494845360825,0.5820652173913043,5e-05
distilbert,label_masked_all_reviews,l2-a10,N,0.792987257242,0.410712227225,0.14814814814814814,0.19344127416880794,0.8333333333333334,2470,18,0.14814814814814814,0.09523809523809523,0.3333333333333333,0.4956281638288081,0.43287781350482313,0.5796555435952637,0.5022274325908558,0.4416494845360825,0.5820652173913043,5e-05
