fold_id,block_id,training_aspect_instances,training_positive_instances,training_review_count,evaluation_review_count,train_evaluation_review_overlap_count,heldout_aspect_training_instance_count,selected_threshold,selection_pair_micro_f1,selection_presence_f1,selection_aspect_call_rate,scaler_mean_absolute_logit,scaler_mean_relative_logit,scaler_scale_absolute_logit,scaler_scale_relative_logit,logistic_intercept,logistic_coefficient_absolute_logit,logistic_coefficient_relative_logit,logistic_iterations
l2-a11,1,9339,1459,849,208,0,0,0.72,0.6138870863075925,0.6501628664495114,0.17250240925152585,-0.9490029005062885,0.6097560667721292,2.4404296255528393,2.4801617642705804,-0.9582255727377071,0.9724709815449659,1.0166749409305231,9
l2-a11,2,9273,1412,843,214,0,0,0.72,0.6150265957446809,0.6504173622704508,0.17071066537258708,-0.9657098239622071,0.5890341223244464,2.4258602672191603,2.4707519387991095,-0.9806785206040017,0.9698952340964017,1.0368771036147102,9
l2-a11,3,9383,1446,853,204,0,0,0.73,0.6120039357166284,0.6517298187808896,0.16934882233827134,-0.9629407698495476,0.5969181507483373,2.4186888490742455,2.4610288014606043,-0.9924795927835943,1.0294168542956563,0.9975440871105506,7
l2-a11,4,9163,1428,833,224,0,0,0.72,0.6098535286284953,0.6481605351170568,0.17046818727490998,-0.9526163902000894,0.590493468590056,2.428275535424046,2.474546161295562,-0.9584860547227168,1.079516187378903,0.9136322226185547,9
l2-a11,all_validation_fit,11627,1795,1057,1057,1057,0,0.72,0.6124376803988455,0.6499736425935688,0.17192741033800638,-0.9601503200748022,0.5987051457786577,2.426921854540524,2.4697828836479587,-0.9793071296531891,1.0175546192954383,0.9914767157172831,7
l2-a12,0,9350,1369,850,207,0,0,0.75,0.5839707349517792,0.6207591535102452,0.17197860962566844,-0.8021206651506693,0.5697844134506778,2.4399406653207514,2.5080953962855324,-0.9667739261304377,0.878786810269048,1.0035044779222495,9
l2-a12,1,9339,1394,849,208,0,0,0.74,0.5876187356698329,0.6243386243386243,0.17453688831780706,-0.78514831611334,0.5693094686376831,2.4590683763467247,2.529045899006621,-0.9353688499796668,0.8701623568694252,0.9937804840307737,8
l2-a12,2,9273,1359,843,214,0,0,0.74,0.5870147255689424,0.6222522827189719,0.17232826485495525,-0.7951647340710789,0.549820370279884,2.4460818355732514,2.520522854859729,-0.9407892248651774,0.8370284633804681,1.0280020112057466,8
l2-a12,3,9383,1387,853,204,0,0,0.73,0.5823111684958038,0.6231221423905944,0.17851433443461578,-0.7942972125135849,0.5579855049898681,2.438543765688472,2.5095613703901045,-0.9542166039144709,0.8924302102905667,0.9904446232655378,9
l2-a12,4,9163,1363,833,224,0,0,0.72,0.5817825661116552,0.6204620462046204,0.18192731638109788,-0.7830848379327531,0.5469397860293318,2.447771076249804,2.526702195236308,-0.9215831608711937,0.9425480387462947,0.9041804928563477,7
l2-a12,all_validation_fit,11627,1718,1057,1057,1057,0,0.74,0.5834213305174234,0.6209655908242198,0.17467962501075085,-0.791996818555412,0.5588272327273427,2.446287853233282,2.5187745360210694,-0.9440400338604189,0.8854859557996386,0.9831403898693759,8
