method_id,fold_id,condition,validation_reviews,heldout_pair_tp,heldout_pair_fp,heldout_pair_fn,heldout_pair_precision,heldout_pair_recall,heldout_pair_micro_f1,heldout_pair_gold_label_count,heldout_pair_predicted_label_count,false_positive_rows_per_100,false_negative_rows_per_100,mean_heldout_prediction_set_size
strict_train_only_tfidf,l2-a06,D,1057,202,151,275,0.5722379603399433,0.42348008385744235,0.4867469879518072,477,353,14.285714285714286,25.827814569536425,0.3339640491958373
strict_train_only_tfidf,l2-a07,D,1057,176,206,161,0.4607329842931937,0.5222551928783383,0.48956884561891517,337,382,18.448438978240304,15.137180700094607,0.36140018921475875
strict_train_only_tfidf,l2-a08,D,1057,32,36,94,0.47058823529411764,0.25396825396825395,0.32989690721649484,126,68,3.4058656575212867,8.893093661305581,0.06433301797540208
strict_train_only_tfidf,l2-a09,D,1057,6,136,7,0.04225352112676056,0.46153846153846156,0.07741935483870968,13,142,12.298959318826869,0.6622516556291391,0.13434247871333965
strict_train_only_tfidf,l2-a10,D,1057,9,100,9,0.08256880733944955,0.5,0.14173228346456693,18,109,9.460737937559129,0.8514664143803217,0.10312204351939451
strict_train_only_tfidf,l2-a11,D,1057,21,56,30,0.2727272727272727,0.4117647058823529,0.328125,51,77,5.298013245033113,2.838221381267739,0.0728476821192053
strict_train_only_tfidf,l2-a12,D,1057,51,147,77,0.25757575757575757,0.3984375,0.3128834355828221,128,198,13.81267738883633,7.28476821192053,0.18732261116367077
e5_base_v2,l2-a01,N,1057,15,146,66,0.09316770186335403,0.18518518518518517,0.12396694214876033,81,161,13.718070009460737,6.244087038789026,0.152317880794702
e5_base_v2,l2-a02,N,1057,23,209,63,0.09913793103448276,0.26744186046511625,0.14465408805031446,86,232,19.77294228949858,5.960264900662252,0.2194891201513718
e5_base_v2,l2-a03,N,1057,92,102,309,0.4742268041237113,0.22942643391521197,0.3092436974789916,401,194,9.460737937559129,29.23368022705771,0.18353831598864712
e5_base_v2,l2-a04,N,1057,13,370,9,0.033942558746736295,0.5909090909090909,0.06419753086419754,22,383,34.91012298959319,0.8514664143803217,0.3623462630085147
e5_base_v2,l2-a05,N,1057,58,119,60,0.327683615819209,0.4915254237288136,0.39322033898305087,118,177,11.258278145695364,5.676442762535478,0.16745506149479658
e5_base_v2,l2-a06,N,1057,271,233,206,0.5376984126984127,0.5681341719077568,0.5524974515800204,477,504,21.665089877010406,19.205298013245034,0.4768211920529801
e5_base_v2,l2-a07,N,1057,223,352,114,0.38782608695652177,0.6617210682492581,0.48903508771929827,337,575,32.92336802270577,10.690633869441816,0.5439924314096499
e5_base_v2,l2-a08,N,1057,14,27,112,0.34146341463414637,0.1111111111111111,0.16766467065868262,126,41,2.554399243140965,10.596026490066226,0.03878902554399243
e5_base_v2,l2-a09,N,1057,8,211,5,0.0365296803652968,0.6153846153846154,0.06896551724137931,13,219,19.962157048249765,0.47303689687795647,0.20719016083254493
e5_base_v2,l2-a10,N,1057,13,248,5,0.04980842911877394,0.7222222222222222,0.0931899641577061,18,261,23.273415326395458,0.47303689687795647,0.2469252601702933
e5_base_v2,l2-a11,N,1057,23,180,28,0.11330049261083744,0.45098039215686275,0.18110236220472442,51,203,17.029328287606432,2.6490066225165565,0.19205298013245034
e5_base_v2,l2-a12,N,1057,53,161,75,0.24766355140186916,0.4140625,0.30994152046783624,128,214,15.137180700094607,7.095553453169347,0.20245979186376536
e5_base_v2,l2-a01,D,1057,28,143,53,0.16374269005847952,0.345679012345679,0.2222222222222222,81,171,12.582781456953642,5.014191106906338,0.16177861873226113
e5_base_v2,l2-a02,D,1057,6,51,80,0.10526315789473684,0.06976744186046512,0.08391608391608392,86,57,4.7303689687795645,7.5685903500473035,0.05392620624408704
e5_base_v2,l2-a03,D,1057,42,51,359,0.45161290322580644,0.10473815461346633,0.1700404858299595,401,93,4.7303689687795645,33.964049195837276,0.0879848628192999
e5_base_v2,l2-a04,D,1057,12,223,10,0.05106382978723404,0.5454545454545454,0.0933852140077821,22,235,20.813623462630087,0.9460737937559129,0.22232734153263956
e5_base_v2,l2-a05,D,1057,70,160,48,0.30434782608695654,0.5932203389830508,0.40229885057471265,118,230,14.947965941343424,4.541154210028382,0.21759697256385999
e5_base_v2,l2-a06,D,1057,210,200,267,0.5121951219512195,0.44025157232704404,0.47350620067643745,477,410,17.975402081362347,24.976348155156103,0.38789025543992434
e5_base_v2,l2-a07,D,1057,196,384,141,0.33793103448275863,0.5816023738872403,0.42748091603053434,337,580,35.47776726584674,13.245033112582782,0.5487228003784295
e5_base_v2,l2-a08,D,1057,10,31,116,0.24390243902439024,0.07936507936507936,0.11976047904191617,126,41,2.9328287606433303,10.879848628192999,0.03878902554399243
e5_base_v2,l2-a09,D,1057,8,156,5,0.04878048780487805,0.6153846153846154,0.0903954802259887,13,164,14.474929044465469,0.47303689687795647,0.15515610217596973
e5_base_v2,l2-a10,D,1057,7,96,11,0.06796116504854369,0.3888888888888889,0.11570247933884298,18,103,8.420056764427626,1.0406811731315042,0.09744560075685904
e5_base_v2,l2-a11,D,1057,21,134,30,0.13548387096774195,0.4117647058823529,0.20388349514563106,51,155,12.582781456953642,2.838221381267739,0.1466414380321665
e5_base_v2,l2-a12,D,1057,46,175,82,0.2081447963800905,0.359375,0.2636103151862464,128,221,16.367076631977294,7.757805108798486,0.20908230842005676
description_conditioned_weight_transfer_kernel_ridge,l2-a01,N,1057,36,815,45,0.04230317273795535,0.4444444444444444,0.07725321888412018,81,851,74.26679280983917,4.257332071901608,0.8051087984862819
description_conditioned_weight_transfer_kernel_ridge,l2-a02,N,1057,47,960,39,0.04667328699106256,0.5465116279069767,0.08600182982616651,86,1007,90.44465468306528,3.6896877956480605,0.9526963103122044
description_conditioned_weight_transfer_kernel_ridge,l2-a03,N,1057,137,511,264,0.21141975308641975,0.341645885286783,0.2612011439466158,401,648,48.34437086092715,24.976348155156103,0.6130558183538316
description_conditioned_weight_transfer_kernel_ridge,l2-a04,N,1057,14,1022,8,0.013513513513513514,0.6363636363636364,0.026465028355387523,22,1036,96.40491958372753,0.7568590350047304,0.9801324503311258
description_conditioned_weight_transfer_kernel_ridge,l2-a05,N,1057,63,710,55,0.0815006468305304,0.5338983050847458,0.1414141414141414,118,773,66.79280983916746,5.203405865657522,0.7313150425733207
description_conditioned_weight_transfer_kernel_ridge,l2-a06,N,1057,210,475,267,0.30656934306569344,0.44025157232704404,0.3614457831325301,477,685,44.84389782403027,25.165562913907284,0.6480605487228004
description_conditioned_weight_transfer_kernel_ridge,l2-a07,N,1057,191,607,146,0.23934837092731828,0.5667655786350149,0.3365638766519824,337,798,55.06149479659413,13.81267738883633,0.7549668874172185
description_conditioned_weight_transfer_kernel_ridge,l2-a08,N,1057,53,405,73,0.11572052401746726,0.42063492063492064,0.1815068493150685,126,458,38.31598864711447,6.906338694418165,0.43330179754020814
description_conditioned_weight_transfer_kernel_ridge,l2-a09,N,1057,5,472,8,0.010482180293501049,0.38461538461538464,0.02040816326530612,13,477,44.276253547776726,0.7568590350047304,0.4512771996215705
description_conditioned_weight_transfer_kernel_ridge,l2-a10,N,1057,10,565,8,0.017391304347826087,0.5555555555555556,0.03372681281618887,18,575,53.35856196783349,0.7568590350047304,0.5439924314096499
description_conditioned_weight_transfer_kernel_ridge,l2-a11,N,1057,30,944,21,0.030800821355236138,0.5882352941176471,0.05853658536585366,51,974,88.83632923368023,1.9867549668874172,0.9214758751182592
description_conditioned_weight_transfer_kernel_ridge,l2-a12,N,1057,83,915,45,0.08316633266533066,0.6484375,0.14742451154529307,128,998,86.28192999053927,4.257332071901608,0.9441816461684012
description_conditioned_weight_transfer_kernel_ridge,l2-a01,D,1057,35,747,46,0.04475703324808184,0.43209876543209874,0.08111239860950174,81,782,68.11731315042573,4.351939451277199,0.7398297067171239
description_conditioned_weight_transfer_kernel_ridge,l2-a02,D,1057,66,905,20,0.06797116374871266,0.7674418604651163,0.12488174077578051,86,971,85.43046357615894,1.8921475875118259,0.9186376537369915
description_conditioned_weight_transfer_kernel_ridge,l2-a03,D,1057,137,488,264,0.2192,0.341645885286783,0.26705653021442494,401,625,46.168401135288555,24.976348155156103,0.5912961210974456
description_conditioned_weight_transfer_kernel_ridge,l2-a04,D,1057,14,923,8,0.014941302027748132,0.6363636363636364,0.029197080291970802,22,937,87.13339640491958,0.7568590350047304,0.8864711447492905
description_conditioned_weight_transfer_kernel_ridge,l2-a05,D,1057,67,625,51,0.0968208092485549,0.5677966101694916,0.1654320987654321,118,692,58.94039735099338,4.824976348155156,0.6546830652790918
description_conditioned_weight_transfer_kernel_ridge,l2-a06,D,1057,163,482,314,0.2527131782945736,0.3417190775681342,0.2905525846702317,477,645,45.411542100283825,29.612109744560076,0.6102175969725638
description_conditioned_weight_transfer_kernel_ridge,l2-a07,D,1057,183,551,154,0.24931880108991825,0.543026706231454,0.34173669467787116,337,734,49.952696310312206,14.56953642384106,0.6944181646168401
description_conditioned_weight_transfer_kernel_ridge,l2-a08,D,1057,54,421,72,0.11368421052631579,0.42857142857142855,0.17970049916805325,126,475,39.82970671712393,6.811731315042573,0.44938505203405865
description_conditioned_weight_transfer_kernel_ridge,l2-a09,D,1057,5,458,8,0.01079913606911447,0.38461538461538464,0.02100840336134454,13,463,42.95175023651845,0.7568590350047304,0.4380321665089877
description_conditioned_weight_transfer_kernel_ridge,l2-a10,D,1057,10,564,8,0.017421602787456445,0.5555555555555556,0.033783783783783786,18,574,53.2639545884579,0.7568590350047304,0.543046357615894
description_conditioned_weight_transfer_kernel_ridge,l2-a11,D,1057,29,904,22,0.031082529474812434,0.5686274509803921,0.05894308943089431,51,933,85.14664143803216,2.0813623462630084,0.8826868495742668
description_conditioned_weight_transfer_kernel_ridge,l2-a12,D,1057,83,893,45,0.08504098360655737,0.6484375,0.1503623188405797,128,976,84.38978240302744,4.257332071901608,0.923368022705771
distilbert_review_candidate_cross_encoder,l2-a01,N,1057,7,80,74,0.08045977011494253,0.08641975308641975,0.08333333333333333,81,87,7.5685903500473035,7.000946073793756,0.08230842005676443
distilbert_review_candidate_cross_encoder,l2-a02,N,1057,12,64,74,0.15789473684210525,0.13953488372093023,0.14814814814814814,86,76,5.676442762535478,7.000946073793756,0.07190160832544938
distilbert_review_candidate_cross_encoder,l2-a03,N,1057,43,74,358,0.36752136752136755,0.10723192019950124,0.16602316602316602,401,117,7.000946073793756,33.86944181646168,0.11069063386944182
distilbert_review_candidate_cross_encoder,l2-a04,N,1057,6,206,16,0.02830188679245283,0.2727272727272727,0.05128205128205128,22,212,19.110690633869442,1.5137180700094608,0.20056764427625354
distilbert_review_candidate_cross_encoder,l2-a05,N,1057,7,81,111,0.07954545454545454,0.059322033898305086,0.06796116504854369,118,88,7.5685903500473035,10.501419110690634,0.08325449385052035
distilbert_review_candidate_cross_encoder,l2-a06,N,1057,23,20,454,0.5348837209302325,0.04821802935010482,0.08846153846153847,477,43,1.8921475875118259,42.100283822138124,0.04068117313150426
distilbert_review_candidate_cross_encoder,l2-a07,N,1057,15,49,322,0.234375,0.04451038575667656,0.07481296758104738,337,64,4.446546830652791,30.274361400189214,0.06054872280037843
distilbert_review_candidate_cross_encoder,l2-a08,N,1057,9,12,117,0.42857142857142855,0.07142857142857142,0.12244897959183673,126,21,1.1352885525070955,10.974456007568591,0.019867549668874173
distilbert_review_candidate_cross_encoder,l2-a09,N,1057,4,102,9,0.03773584905660377,0.3076923076923077,0.06722689075630252,13,106,9.649952696310311,0.8514664143803217,0.10028382213812677
distilbert_review_candidate_cross_encoder,l2-a10,N,1057,11,187,7,0.05555555555555555,0.6111111111111112,0.10185185185185185,18,198,17.691579943235574,0.6622516556291391,0.18732261116367077
distilbert_review_candidate_cross_encoder,l2-a11,N,1057,3,17,48,0.15,0.058823529411764705,0.08450704225352113,51,20,1.608325449385052,4.541154210028382,0.01892147587511826
distilbert_review_candidate_cross_encoder,l2-a12,N,1057,27,99,101,0.21428571428571427,0.2109375,0.2125984251968504,128,126,9.366130558183539,9.555345316934721,0.11920529801324503
distilbert_review_candidate_cross_encoder,l2-a01,D,1057,2,28,79,0.06666666666666667,0.024691358024691357,0.036036036036036036,81,30,2.6490066225165565,7.473982970671712,0.02838221381267739
distilbert_review_candidate_cross_encoder,l2-a02,D,1057,15,96,71,0.13513513513513514,0.1744186046511628,0.15228426395939088,86,111,8.703878902554399,6.717123935666982,0.10501419110690634
distilbert_review_candidate_cross_encoder,l2-a03,D,1057,30,41,371,0.4225352112676056,0.07481296758104738,0.1271186440677966,401,71,3.878902554399243,35.09933774834437,0.06717123935666983
distilbert_review_candidate_cross_encoder,l2-a04,D,1057,5,104,17,0.045871559633027525,0.22727272727272727,0.07633587786259542,22,109,9.555345316934721,1.608325449385052,0.10312204351939451
distilbert_review_candidate_cross_encoder,l2-a05,D,1057,7,46,111,0.1320754716981132,0.059322033898305086,0.08187134502923976,118,53,4.257332071901608,10.501419110690634,0.050141911069063384
distilbert_review_candidate_cross_encoder,l2-a06,D,1057,3,0,474,1.0,0.006289308176100629,0.0125,477,3,0.0,43.99243140964995,0.002838221381267739
distilbert_review_candidate_cross_encoder,l2-a07,D,1057,13,31,324,0.29545454545454547,0.03857566765578635,0.06824146981627296,337,44,2.9328287606433303,30.4635761589404,0.041627246925260174
distilbert_review_candidate_cross_encoder,l2-a08,D,1057,7,17,119,0.2916666666666667,0.05555555555555555,0.09333333333333334,126,24,1.608325449385052,11.163670766319774,0.02270577105014191
distilbert_review_candidate_cross_encoder,l2-a09,D,1057,2,35,11,0.05405405405405406,0.15384615384615385,0.08,13,37,3.3112582781456954,1.0406811731315042,0.03500473036896878
distilbert_review_candidate_cross_encoder,l2-a10,D,1057,7,44,11,0.13725490196078433,0.3888888888888889,0.2028985507246377,18,51,4.162724692526017,1.0406811731315042,0.048249763481551564
distilbert_review_candidate_cross_encoder,l2-a11,D,1057,3,25,48,0.10714285714285714,0.058823529411764705,0.0759493670886076,51,28,2.3651844843897822,4.541154210028382,0.026490066225165563
distilbert_review_candidate_cross_encoder,l2-a12,D,1057,34,101,94,0.2518518518518518,0.265625,0.2585551330798479,128,135,9.555345316934721,8.893093661305581,0.12771996215704826
frozen_qwen_candidate_pair,l2-a01,N,1057,55,55,26,0.5,0.6790123456790124,0.5759162303664922,81,110,5.203405865657522,2.4597918637653735,0.10406811731315042
frozen_qwen_candidate_pair,l2-a02,N,1057,0,1,86,0.0,0.0,0.0,86,1,0.0946073793755913,8.136234626300851,0.000946073793755913
frozen_qwen_candidate_pair,l2-a03,N,1057,122,91,279,0.5727699530516432,0.30423940149625933,0.3973941368078176,401,213,8.609271523178808,26.39545884578997,0.20151371807000945
frozen_qwen_candidate_pair,l2-a04,N,1057,2,20,20,0.09090909090909091,0.09090909090909091,0.09090909090909091,22,22,1.8921475875118259,1.8921475875118259,0.020813623462630087
frozen_qwen_candidate_pair,l2-a05,N,1057,69,20,49,0.7752808988764045,0.5847457627118644,0.6666666666666666,118,89,1.8921475875118259,4.635761589403973,0.08420056764427625
frozen_qwen_candidate_pair,l2-a06,N,1057,92,60,385,0.6052631578947368,0.1928721174004193,0.29252782193958665,477,152,5.676442762535478,35.66698202459792,0.14380321665089876
frozen_qwen_candidate_pair,l2-a07,N,1057,219,133,118,0.6221590909090909,0.6498516320474778,0.6357039187227866,337,352,12.582781456953642,11.163670766319774,0.3330179754020814
frozen_qwen_candidate_pair,l2-a08,N,1057,64,13,62,0.8311688311688312,0.5079365079365079,0.6305418719211823,126,77,1.2298959318826868,5.865657521286661,0.0728476821192053
frozen_qwen_candidate_pair,l2-a09,N,1057,8,10,5,0.4444444444444444,0.6153846153846154,0.5161290322580645,13,18,0.9460737937559129,0.47303689687795647,0.017029328287606435
frozen_qwen_candidate_pair,l2-a10,N,1057,13,28,5,0.3170731707317073,0.7222222222222222,0.4406779661016949,18,41,2.6490066225165565,0.47303689687795647,0.03878902554399243
frozen_qwen_candidate_pair,l2-a11,N,1057,24,86,27,0.21818181818181817,0.47058823529411764,0.2981366459627329,51,110,8.136234626300851,2.554399243140965,0.10406811731315042
frozen_qwen_candidate_pair,l2-a12,N,1057,108,79,20,0.5775401069518716,0.84375,0.6857142857142857,128,187,7.473982970671712,1.8921475875118259,0.17691579943235572
frozen_qwen_candidate_pair,l2-a01,D,1057,59,70,22,0.4573643410852713,0.7283950617283951,0.5619047619047619,81,129,6.622516556291391,2.0813623462630084,0.12204351939451277
frozen_qwen_candidate_pair,l2-a02,D,1057,29,71,57,0.29,0.3372093023255814,0.3118279569892473,86,100,6.717123935666982,5.392620624408704,0.0946073793755913
frozen_qwen_candidate_pair,l2-a03,D,1057,273,358,128,0.4326465927099842,0.6807980049875312,0.5290697674418605,401,631,33.86944181646168,12.109744560075686,0.5969725638599811
frozen_qwen_candidate_pair,l2-a04,D,1057,14,188,8,0.06930693069306931,0.6363636363636364,0.125,22,202,17.786187322611163,0.7568590350047304,0.19110690633869443
frozen_qwen_candidate_pair,l2-a05,D,1057,90,55,28,0.6206896551724138,0.7627118644067796,0.6844106463878327,118,145,5.203405865657522,2.6490066225165565,0.13718070009460737
frozen_qwen_candidate_pair,l2-a06,D,1057,160,134,317,0.54421768707483,0.33542976939203356,0.4150453955901427,477,294,12.677388836329234,29.23368022705771,0.2781456953642384
frozen_qwen_candidate_pair,l2-a07,D,1057,234,188,103,0.5545023696682464,0.6943620178041543,0.616600790513834,337,422,17.786187322611163,9.744560075685904,0.39924314096499525
frozen_qwen_candidate_pair,l2-a08,D,1057,81,47,45,0.6328125,0.6428571428571429,0.6377952755905512,126,128,4.446546830652791,4.257332071901608,0.12109744560075686
frozen_qwen_candidate_pair,l2-a09,D,1057,9,26,4,0.2571428571428571,0.6923076923076923,0.375,13,35,2.4597918637653735,0.3784295175023652,0.033112582781456956
frozen_qwen_candidate_pair,l2-a10,D,1057,14,81,4,0.14736842105263157,0.7777777777777778,0.24778761061946902,18,95,7.663197729422895,0.3784295175023652,0.08987701040681173
frozen_qwen_candidate_pair,l2-a11,D,1057,28,115,23,0.1958041958041958,0.5490196078431373,0.28865979381443296,51,143,10.879848628192999,2.1759697256385997,0.13528855250709557
frozen_qwen_candidate_pair,l2-a12,D,1057,108,111,20,0.4931506849315068,0.84375,0.622478386167147,128,219,10.501419110690634,1.8921475875118259,0.20719016083254493
frozen_qwen_few_shot,l2-a01,N,1057,54,54,27,0.5,0.6666666666666666,0.5714285714285714,81,108,5.10879848628193,2.554399243140965,0.1021759697256386
frozen_qwen_few_shot,l2-a02,N,1057,5,5,81,0.5,0.05813953488372093,0.10416666666666667,86,10,0.47303689687795647,7.663197729422895,0.00946073793755913
frozen_qwen_few_shot,l2-a03,N,1057,177,121,224,0.5939597315436241,0.44139650872817954,0.5064377682403434,401,298,11.447492904446547,21.192052980132452,0.28192999053926204
frozen_qwen_few_shot,l2-a04,N,1057,7,5,15,0.5833333333333334,0.3181818181818182,0.4117647058823529,22,12,0.47303689687795647,1.4191106906338695,0.011352885525070956
frozen_qwen_few_shot,l2-a05,N,1057,35,6,83,0.8536585365853658,0.2966101694915254,0.44025157232704404,118,41,0.3784295175023652,7.852412488174077,0.03878902554399243
frozen_qwen_few_shot,l2-a06,N,1057,294,51,183,0.8521739130434782,0.6163522012578616,0.7153284671532847,477,345,4.824976348155156,16.74550614947966,0.32639545884578997
frozen_qwen_few_shot,l2-a07,N,1057,246,339,91,0.4205128205128205,0.7299703264094956,0.5336225596529284,337,585,31.5042573320719,8.609271523178808,0.5534531693472091
frozen_qwen_few_shot,l2-a08,N,1057,56,12,70,0.8235294117647058,0.4444444444444444,0.5773195876288659,126,68,1.1352885525070955,6.622516556291391,0.06433301797540208
frozen_qwen_few_shot,l2-a09,N,1057,7,5,6,0.5833333333333334,0.5384615384615384,0.56,13,12,0.47303689687795647,0.5676442762535477,0.011352885525070956
frozen_qwen_few_shot,l2-a10,N,1057,15,18,3,0.45454545454545453,0.8333333333333334,0.5882352941176471,18,33,1.7029328287606433,0.28382213812677387,0.03122043519394513
frozen_qwen_few_shot,l2-a11,N,1057,29,80,22,0.26605504587155965,0.5686274509803921,0.3625,51,109,7.5685903500473035,2.0813623462630084,0.10312204351939451
frozen_qwen_few_shot,l2-a12,N,1057,84,46,44,0.6461538461538462,0.65625,0.6511627906976745,128,130,4.351939451277199,4.162724692526017,0.12298959318826869
frozen_qwen_few_shot,l2-a01,D,1057,58,49,23,0.5420560747663551,0.7160493827160493,0.6170212765957447,81,107,4.635761589403973,2.1759697256385997,0.10122989593188268
frozen_qwen_few_shot,l2-a02,D,1057,32,109,54,0.22695035460992907,0.37209302325581395,0.28193832599118945,86,141,9.839167455061494,5.10879848628193,0.13339640491958374
frozen_qwen_few_shot,l2-a03,D,1057,281,305,120,0.47952218430034127,0.7007481296758105,0.569402228976697,401,586,28.855250709555346,11.352885525070956,0.554399243140965
frozen_qwen_few_shot,l2-a04,D,1057,12,23,10,0.34285714285714286,0.5454545454545454,0.42105263157894735,22,35,2.1759697256385997,0.9460737937559129,0.033112582781456956
frozen_qwen_few_shot,l2-a05,D,1057,35,14,83,0.7142857142857143,0.2966101694915254,0.41916167664670656,118,49,0.9460737937559129,7.852412488174077,0.046357615894039736
frozen_qwen_few_shot,l2-a06,D,1057,313,147,164,0.6804347826086956,0.6561844863731656,0.6680896478121665,477,460,13.907284768211921,15.137180700094607,0.43519394512771997
frozen_qwen_few_shot,l2-a07,D,1057,225,236,112,0.4880694143167028,0.6676557863501483,0.5639097744360902,337,461,21.948912015137182,10.596026490066226,0.43614001892147586
frozen_qwen_few_shot,l2-a08,D,1057,73,31,53,0.7019230769230769,0.5793650793650794,0.6347826086956522,126,104,2.9328287606433303,5.014191106906338,0.09839167455061495
frozen_qwen_few_shot,l2-a09,D,1057,8,8,5,0.5,0.6153846153846154,0.5517241379310345,13,16,0.7568590350047304,0.47303689687795647,0.015137180700094607
frozen_qwen_few_shot,l2-a10,D,1057,14,61,4,0.18666666666666668,0.7777777777777778,0.3010752688172043,18,75,5.771050141911069,0.3784295175023652,0.07095553453169347
frozen_qwen_few_shot,l2-a11,D,1057,29,72,22,0.2871287128712871,0.5686274509803921,0.3815789473684211,51,101,6.717123935666982,2.0813623462630084,0.09555345316934721
frozen_qwen_few_shot,l2-a12,D,1057,85,49,43,0.6343283582089553,0.6640625,0.648854961832061,128,134,4.635761589403973,4.068117313150426,0.12677388836329234
qwen_candidate_pair_qlora,l2-a01,N,1057,53,48,28,0.5247524752475248,0.654320987654321,0.5824175824175825,81,101,4.446546830652791,2.6490066225165565,0.09555345316934721
qwen_candidate_pair_qlora,l2-a02,N,1057,0,2,86,0.0,0.0,0.0,86,2,0.1892147587511826,8.136234626300851,0.001892147587511826
qwen_candidate_pair_qlora,l2-a03,N,1057,79,52,322,0.6030534351145038,0.1970074812967581,0.29699248120300753,401,131,4.919583727530747,30.4635761589404,0.1239356669820246
qwen_candidate_pair_qlora,l2-a04,N,1057,2,45,20,0.0425531914893617,0.09090909090909091,0.057971014492753624,22,47,4.257332071901608,1.8921475875118259,0.04446546830652791
qwen_candidate_pair_qlora,l2-a05,N,1057,69,18,49,0.7931034482758621,0.5847457627118644,0.6731707317073171,118,87,1.7029328287606433,4.635761589403973,0.08230842005676443
qwen_candidate_pair_qlora,l2-a06,N,1057,74,27,403,0.7326732673267327,0.15513626834381553,0.2560553633217993,477,101,2.554399243140965,37.36991485335856,0.09555345316934721
qwen_candidate_pair_qlora,l2-a07,N,1057,210,118,127,0.6402439024390244,0.6231454005934718,0.631578947368421,337,328,11.163670766319774,12.015137180700094,0.31031220435193946
qwen_candidate_pair_qlora,l2-a08,N,1057,72,14,54,0.8372093023255814,0.5714285714285714,0.6792452830188679,126,86,1.3245033112582782,5.10879848628193,0.08136234626300852
qwen_candidate_pair_qlora,l2-a09,N,1057,9,9,4,0.5,0.6923076923076923,0.5806451612903226,13,18,0.8514664143803217,0.3784295175023652,0.017029328287606435
qwen_candidate_pair_qlora,l2-a10,N,1057,13,28,5,0.3170731707317073,0.7222222222222222,0.4406779661016949,18,41,2.554399243140965,0.47303689687795647,0.03878902554399243
qwen_candidate_pair_qlora,l2-a11,N,1057,27,79,24,0.25471698113207547,0.5294117647058824,0.34394904458598724,51,106,7.473982970671712,2.270577105014191,0.10028382213812677
qwen_candidate_pair_qlora,l2-a12,N,1057,105,43,23,0.7094594594594594,0.8203125,0.7608695652173914,128,148,4.068117313150426,2.1759697256385997,0.1400189214758751
qwen_candidate_pair_qlora,l2-a01,D,1057,65,53,16,0.5508474576271186,0.8024691358024691,0.6532663316582915,81,118,5.014191106906338,1.5137180700094608,0.11163670766319773
