method_id,fold_id,condition,heldout_aspects,heldout_pair_micro_f1,overall_pair_micro_f1,seen_pair_micro_f1,heldout_presence_f1,heldout_presence_ap,oracle_gated_sentiment_set_micro_f1,heldout_positive_review_support,heldout_predicted_positive_reviews,method
description_conditioned_weight_transfer_kernel_ridge,l2-a06,D,Online experience: App website,0.2905525846702317,0.20221318452662443,0.1917257433075865,0.5837837837837838,0.5233415293078717,0.6181434599156118,468,642,Description-to-weight transfer
description_conditioned_weight_transfer_kernel_ridge,l2-a06,N,Online experience: App website,0.3614457831325301,0.21030811269198152,0.1917257433075865,0.6046915725456126,0.5280879546001239,0.6413502109704642,468,683,Description-to-weight transfer
description_conditioned_weight_transfer_kernel_ridge,l2-a07,D,Purchase booking experience: Ease of use,0.34173669467787116,0.23330479452054795,0.21926749667593376,0.46124031007751937,0.35151794718553636,0.7514450867052023,335,697,Description-to-weight transfer
description_conditioned_weight_transfer_kernel_ridge,l2-a07,N,Purchase booking experience: Ease of use,0.3365638766519824,0.23341836734693877,0.21926749667593376,0.4495837187789084,0.32037725453515387,0.7331460674157303,335,746,Description-to-weight transfer
description_conditioned_weight_transfer_kernel_ridge,l2-a08,D,Staff support: Attitude of staff,0.17970049916805325,0.21654676258992805,0.2186519631143645,0.29333333333333333,0.32835528511450085,0.6613545816733067,125,475,Description-to-weight transfer
description_conditioned_weight_transfer_kernel_ridge,l2-a08,N,Staff support: Attitude of staff,0.1815068493150685,0.21669818967846527,0.2186519631143645,0.29845626072041165,0.3185864223829694,0.6613545816733067,125,458,Description-to-weight transfer
description_conditioned_weight_transfer_kernel_ridge,l2-a09,D,Staff support: Email,0.02100840336134454,0.2197885915627083,0.22922693266832916,0.046610169491525424,0.12323577888722945,0.46153846153846156,13,459,Description-to-weight transfer
description_conditioned_weight_transfer_kernel_ridge,l2-a09,N,Staff support: Email,0.02040816326530612,0.21949595815501663,0.22922693266832916,0.04526748971193416,0.1255130969638825,0.46153846153846156,13,473,Description-to-weight transfer
description_conditioned_weight_transfer_kernel_ridge,l2-a10,D,Staff support: Phone,0.033783783783783786,0.20697278911564626,0.21615329512893983,0.05752961082910321,0.2543016349543297,0.5555555555555556,18,573,Description-to-weight transfer
description_conditioned_weight_transfer_kernel_ridge,l2-a10,N,Staff support: Phone,0.03372681281618887,0.20695519088512881,0.21615329512893983,0.057432432432432436,0.25178256622401296,0.5555555555555556,18,574,Description-to-weight transfer
description_conditioned_weight_transfer_kernel_ridge,l2-a11,D,Value: Discounts promotions,0.05894308943089431,0.21016830906078313,0.22436325479347516,0.09183673469387756,0.0777220921206491,0.6470588235294118,51,929,Description-to-weight transfer
description_conditioned_weight_transfer_kernel_ridge,l2-a11,N,Value: Discounts promotions,0.05853658536585366,0.20959332638164754,0.22436325479347516,0.09215686274509804,0.07638477794545578,0.6470588235294118,51,969,Description-to-weight transfer
description_conditioned_weight_transfer_kernel_ridge,l2-a12,D,Value: Price value for money,0.1503623188405797,0.20866413531239214,0.2148035101106448,0.22665457842248413,0.14702590053338116,0.671875,128,975,Description-to-weight transfer
description_conditioned_weight_transfer_kernel_ridge,l2-a12,N,Value: Price value for money,0.14742451154529307,0.2082687338501292,0.2148035101106448,0.2226179875333927,0.13960307817176454,0.671875,128,995,Description-to-weight transfer
distilbert_review_candidate_cross_encoder,l2-a01,D,Account management: Account access,0.036036036036036,0.5056360708534622,0.5179414542020774,0.036036036036036,0.0800917363864957,0.9506172839506172,81,30,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a01,N,Account management: Account access,0.0833333333333333,0.5013623978201635,0.5179414542020774,0.0833333333333333,0.0727483882245776,0.9753086419753086,81,87,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a02,D,Company brand: Competitor,0.1522842639593908,0.5240978445144102,0.5427263479145473,0.1875,0.1347198206848869,0.8670520231213873,86,106,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a02,N,Company brand: Competitor,0.1481481481481481,0.5271128480703469,0.5427263479145473,0.1656050955414012,0.1244323341155317,0.8914285714285715,86,71,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a03,D,Company brand: General satisfaction,0.1271186440677966,0.4466384579219558,0.4865150713907985,0.1313559322033898,0.4338059190629687,0.912718204488778,401,71,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a03,N,Company brand: General satisfaction,0.166023166023166,0.447906976744186,0.4865150713907985,0.1776061776061776,0.4275054115388172,0.9152119700748128,401,117,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a04,D,Company brand: Reviews,0.0763358778625954,0.5164490861618799,0.5320356853203568,0.078125,0.0762485602259726,0.8181818181818182,22,106,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a04,N,Company brand: Reviews,0.0512820512820512,0.5034324942791762,0.5320356853203568,0.0695652173913043,0.05025568490562,0.8,22,208,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a05,D,Logistics rides: Speed,0.0818713450292397,0.4937434827945777,0.5129604365620737,0.0941176470588235,0.1300677447164025,0.940677966101695,118,52,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a05,N,Logistics rides: Speed,0.0679611650485436,0.4892792560061999,0.5129604365620737,0.0878048780487804,0.1145952893125459,0.9491525423728814,118,87,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a06,D,Online experience: App website,0.0125,0.4353628023352794,0.5004812319538018,0.0127388535031847,0.565652131124265,0.905820105820106,468,3,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a06,N,Online experience: App website,0.0884615384615384,0.4415727247731646,0.5004812319538018,0.0939334637964774,0.5153347802222155,0.907936507936508,468,43,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a07,D,Purchase booking experience: Ease of use,0.0682414698162729,0.4609263995453254,0.5086042065009561,0.0686015831134564,0.3492720260591223,0.9258160237388724,335,44,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a07,N,Purchase booking experience: Ease of use,0.0748129675810473,0.4594518225487425,0.5086042065009561,0.0806045340050377,0.3221400528296601,0.925595238095238,335,62,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a08,D,Staff support: Attitude of staff,0.0933333333333333,0.5288226129534832,0.5438636886944508,0.1879194630872483,0.4333105608069115,0.8207171314741036,125,24,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a08,N,Staff support: Attitude of staff,0.1224489795918367,0.5300668151447662,0.5438636886944508,0.1780821917808219,0.3376574942852806,0.8207171314741036,125,21,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a09,D,Staff support: Email,0.08,0.5079658277534057,0.5129642606867554,0.12,0.076594362107327,0.7692307692307693,13,37,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a09,N,Staff support: Email,0.0672268907563025,0.5009090909090909,0.5129642606867554,0.0840336134453781,0.0810791238316269,0.7692307692307693,13,106,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a10,D,Staff support: Phone,0.2028985507246377,0.5367735712563299,0.5424227562530652,0.2318840579710145,0.1887356160537587,0.7777777777777778,18,51,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a10,N,Staff support: Phone,0.1018518518518518,0.52026082906381,0.5424227562530652,0.1023255813953488,0.147692992418033,0.8108108108108109,18,197,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a11,D,Value: Discounts promotions,0.0759493670886076,0.5136853746198508,0.5234595816845675,0.0759493670886076,0.0760479190445075,0.8627450980392157,51,28,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a11,N,Value: Discounts promotions,0.0845070422535211,0.514824050983652,0.5234595816845675,0.0845070422535211,0.0716195128944866,0.8627450980392157,51,20,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a12,D,Value: Price value for money,0.2585551330798479,0.5292727750065634,0.5493513818386915,0.2988505747126437,0.3122660152792349,0.8769230769230769,128,133,DistilBERT
distilbert_review_candidate_cross_encoder,l2-a12,N,Value: Price value for money,0.2125984251968504,0.5268421052631579,0.5493513818386915,0.2529644268774703,0.2533252147009428,0.8846153846153846,128,125,DistilBERT
e5_base_v2,l2-a01,D,Account management: Account access,0.2222222222222222,0.327419717044689,0.3337300642704118,0.3829787234042553,0.4312634924419913,0.6781609195402298,81,154,Frozen E5
e5_base_v2,l2-a01,N,Account management: Account access,0.12396694214876033,0.32230474904343914,0.3337300642704118,0.29045643153526973,0.30487169407844156,0.6296296296296297,81,160,Frozen E5
e5_base_v2,l2-a02,D,Company brand: Competitor,0.08391608391608392,0.32740373789687005,0.3355048859934853,0.1267605633802817,0.11297531717035601,0.8604651162790697,86,56,Frozen E5
e5_base_v2,l2-a02,N,Company brand: Competitor,0.14465408805031446,0.3223570190641248,0.3355048859934853,0.18238993710691823,0.12820352724859305,0.813953488372093,86,232,Frozen E5
e5_base_v2,l2-a03,D,Company brand: General satisfaction,0.1700404858299595,0.32098765432098764,0.34405940594059403,0.18661257606490872,0.47887481194604375,0.8154613466334164,401,92,Frozen E5
e5_base_v2,l2-a03,N,Company brand: General satisfaction,0.3092436974789916,0.3386464593676509,0.34405940594059403,0.327150084317032,0.49514819901479057,0.8678304239401496,401,192,Frozen E5
e5_base_v2,l2-a04,D,Company brand: Reviews,0.0933852140077821,0.32674571805006586,0.3407028159180824,0.11023622047244094,0.14045414207141932,0.7272727272727273,22,232,Frozen E5
e5_base_v2,l2-a04,N,Company brand: Reviews,0.06419753086419754,0.31688643130582733,0.3407028159180824,0.10396039603960396,0.15215566853768872,0.6363636363636364,22,382,Frozen E5
e5_base_v2,l2-a05,D,Logistics rides: Speed,0.40229885057471265,0.3271135683022345,0.3205609817180065,0.47761194029850745,0.5434884908579689,0.8016194331983806,118,217,Frozen E5
e5_base_v2,l2-a05,N,Logistics rides: Speed,0.39322033898305087,0.3255597014925373,0.3205609817180065,0.43389830508474575,0.4684393698689438,0.8135593220338984,118,177,Frozen E5
e5_base_v2,l2-a06,D,Online experience: App website,0.47350620067643745,0.3225806451612903,0.2786885245901639,0.6512758201701093,0.7661503619145819,0.7382146439317954,468,355,Frozen E5
e5_base_v2,l2-a06,N,Online experience: App website,0.5524974515800204,0.34532374100719426,0.2786885245901639,0.7190775681341719,0.7812786720285162,0.7617065556711758,468,486,Frozen E5
e5_base_v2,l2-a07,D,Purchase booking experience: Ease of use,0.42748091603053434,0.3260329645518176,0.29954441913439633,0.5838084378563284,0.598520749180618,0.7532097004279601,335,542,Frozen E5
e5_base_v2,l2-a07,N,Purchase booking experience: Ease of use,0.48903508771929827,0.33860759493670883,0.29954441913439633,0.5567928730512249,0.5427488080524622,0.85,335,563,Frozen E5
e5_base_v2,l2-a08,D,Staff support: Attitude of staff,0.11976047904191617,0.32740373789687005,0.33551708001871783,0.12048192771084337,0.19328688483151335,0.796812749003984,125,41,Frozen E5
e5_base_v2,l2-a08,N,Staff support: Attitude of staff,0.16766467065868262,0.3292051339788336,0.33551708001871783,0.18072289156626506,0.2702071931561488,0.7569721115537849,125,41,Frozen E5
e5_base_v2,l2-a09,D,Staff support: Email,0.0903954802259887,0.3273462056578357,0.337152209492635,0.10650887573964497,0.3336223528098845,0.7096774193548387,13,156,Frozen E5
e5_base_v2,l2-a09,N,Staff support: Email,0.06896551724137931,0.32335329341317365,0.337152209492635,0.09565217391304348,0.31701985123206183,0.7142857142857143,13,217,Frozen E5
e5_base_v2,l2-a10,D,Staff support: Phone,0.11570247933884298,0.327419717044689,0.3333333333333333,0.14035087719298245,0.09172773290337477,0.7222222222222222,18,96,Frozen E5
e5_base_v2,l2-a10,N,Staff support: Phone,0.0931899641577061,0.3188028627195836,0.3333333333333333,0.12274368231046931,0.0822061498107469,0.7222222222222222,18,259,Frozen E5
e5_base_v2,l2-a11,D,Value: Discounts promotions,0.20388349514563106,0.327419717044689,0.3334118201083118,0.23529411764705882,0.20481946588084854,0.8737864077669902,51,153,Frozen E5
e5_base_v2,l2-a11,N,Value: Discounts promotions,0.18110236220472442,0.32481670739835594,0.3334118201083118,0.2134387351778656,0.20695883817994176,0.6796116504854369,51,202,Frozen E5
e5_base_v2,l2-a12,D,Value: Price value for money,0.2636103151862464,0.32733003151733453,0.33276325433667236,0.36470588235294116,0.33272703177519247,0.6996197718631179,128,212,Frozen E5
e5_base_v2,l2-a12,N,Value: Price value for money,0.30994152046783624,0.3310033821871477,0.33276325433667236,0.38823529411764707,0.39416100818191396,0.8093385214007782,128,212,Frozen E5
frozen_qwen_candidate_pair,l2-a01,D,Account management: Account access,0.5619047619047619,0.499431947284708,0.4963015986638034,0.6666666666666666,0.5153268672959153,0.8395061728395061,81,129,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a01,N,Account management: Account access,0.5759162303664922,0.49977179370150615,0.4963015986638034,0.6387434554973822,0.5037707578345116,0.8765432098765432,81,110,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a02,D,Company brand: Competitor,0.3118279569892473,0.499431947284708,0.5077105575326216,0.41935483870967744,0.2619698741765792,0.813953488372093,86,100,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a02,N,Company brand: Competitor,0.0,0.497443049744305,0.5077105575326216,0.0,0.24892285801965602,0.7906976744186046,86,1,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a03,D,Company brand: General satisfaction,0.5290697674418605,0.499431947284708,0.4903532205402196,0.562015503875969,0.44967440813594434,0.8977556109725686,401,631,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a03,N,Company brand: General satisfaction,0.3973941368078176,0.47602309816721067,0.4903532205402196,0.40716612377850164,0.5102819101984671,0.8902743142144638,401,213,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a04,D,Company brand: Reviews,0.125,0.499431947284708,0.5195116112042135,0.15178571428571427,0.08076417738783469,0.8181818181818182,22,202,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a04,N,Company brand: Reviews,0.09090909090909091,0.5150438284766643,0.5195116112042135,0.09090909090909091,0.09268217490590448,0.7727272727272727,22,22,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a05,D,Logistics rides: Speed,0.6844106463878327,0.499431947284708,0.4876752054132431,0.714828897338403,0.5744770193222606,0.8983050847457628,118,145,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a05,N,Logistics rides: Speed,0.6666666666666666,0.4962025316455696,0.4876752054132431,0.7053140096618358,0.7114428208857713,0.8813559322033898,118,89,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a06,D,Online experience: App website,0.4150453955901427,0.499431947284708,0.5173553719008265,0.4540682414698163,0.5525181009314329,0.7894179894179895,468,294,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a06,N,Online experience: App website,0.29252782193958665,0.4841512092040385,0.5173553719008265,0.3064516129032258,0.48347491623496086,0.8084656084656084,468,152,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a07,D,Purchase booking experience: Ease of use,0.616600790513834,0.499431947284708,0.47501372872048325,0.6393659180977543,0.5310963453695433,0.8988095238095238,335,422,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a07,N,Purchase booking experience: Ease of use,0.6357039187227866,0.5005772338951743,0.47501372872048325,0.6521106259097526,0.5787631672731153,0.8958333333333334,335,352,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a08,D,Staff support: Attitude of staff,0.6377952755905512,0.499431947284708,0.4909573185435254,0.6798418972332015,0.5899697301141433,0.900398406374502,125,128,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a08,N,Staff support: Attitude of staff,0.6305418719211823,0.4974712643678161,0.4909573185435254,0.6435643564356436,0.696262750702633,0.852589641434263,125,77,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a09,D,Staff support: Email,0.375,0.499431947284708,0.5008040431886056,0.375,0.2352844135167047,0.9230769230769231,13,35,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a09,N,Staff support: Email,0.5161290322580645,0.5009124087591241,0.5008040431886056,0.5161290322580645,0.37627872762675707,0.8461538461538461,13,18,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a10,D,Staff support: Phone,0.24778761061946902,0.499431947284708,0.5060634328358209,0.2831858407079646,0.15778153488170707,0.8888888888888888,18,95,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a10,N,Staff support: Phone,0.4406779661016949,0.505175983436853,0.5060634328358209,0.4745762711864407,0.3029972075907512,0.9444444444444444,18,41,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a11,D,Value: Discounts promotions,0.28865979381443296,0.499431947284708,0.5091514143094842,0.35051546391752575,0.22084517875831536,0.8235294117647058,51,143,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a11,N,Value: Discounts promotions,0.2981366459627329,0.5013736263736264,0.5091514143094842,0.36024844720496896,0.240948592149438,0.8431372549019608,51,110,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a12,D,Value: Price value for money,0.622478386167147,0.499431947284708,0.48889985199802666,0.6685878962536023,0.5107513412886132,0.921875,128,219,Frozen Qwen zero-shot
frozen_qwen_candidate_pair,l2-a12,N,Value: Price value for money,0.6857142857142857,0.503089951934081,0.48889985199802666,0.7238095238095238,0.5794377391866824,0.9296875,128,187,Frozen Qwen zero-shot
frozen_qwen_few_shot,l2-a01,D,Account management: Account access,0.6170212765957447,0.59247889485802,0.5912389142703575,0.6702127659574468,0.5273322971024234,0.9012345679012346,81,107,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a01,N,Account management: Account access,0.5714285714285714,0.5902813299232736,0.5912389142703575,0.5925925925925926,0.4563880216890792,0.9382716049382716,81,108,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a02,D,Company brand: Competitor,0.2819383259911894,0.5682337992376112,0.5857605177993528,0.4181818181818181,0.2777638687164848,0.375,86,134,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a02,N,Company brand: Competitor,0.1041666666666666,0.5736067297581493,0.5857605177993528,0.125,0.386971975673154,0.6292134831460674,86,10,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a03,D,Company brand: General satisfaction,0.569402228976697,0.5144623537204681,0.4991530208921513,0.5977710233029382,0.4908153076281003,0.9102244389027432,401,586,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a03,N,Company brand: General satisfaction,0.5064377682403434,0.5003536901674134,0.4991530208921513,0.5264663805436338,0.5654454989992663,0.9077306733167082,401,298,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a04,D,Company brand: Reviews,0.4210526315789473,0.5306020484636522,0.5321844906234161,0.6666666666666666,0.5426786940771874,0.6363636363636364,22,35,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a04,N,Company brand: Reviews,0.4117647058823529,0.5311557788944724,0.5321844906234161,0.5882352941176471,0.6794849965830073,0.7272727272727273,22,12,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a05,D,Logistics rides: Speed,0.4191616766467065,0.4863078375826251,0.4890636520029491,0.4444444444444444,0.5819747386592108,0.7401574803149606,118,44,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a05,N,Logistics rides: Speed,0.440251572327044,0.4872280037842951,0.4890636520029491,0.445859872611465,0.6365452244286667,0.8548387096774194,118,39,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a06,D,Online experience: App website,0.6680896478121665,0.5401312468450278,0.500495867768595,0.8120950323974082,0.8043709722534582,0.7447257383966245,468,458,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a06,N,Online experience: App website,0.7153284671532847,0.54639979204575,0.500495867768595,0.8044280442804428,0.9076150844660285,0.8236536430834214,468,345,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a07,D,Purchase booking experience: Ease of use,0.5639097744360902,0.5509039010466222,0.5478567234292425,0.6060606060606061,0.5608483388567067,0.827893175074184,335,457,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a07,N,Purchase booking experience: Ease of use,0.5336225596529284,0.5448243992606284,0.5478567234292425,0.5842450765864332,0.4952906021563584,0.9004457652303121,335,579,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a08,D,Staff support: Attitude of staff,0.6347826086956522,0.5803286730439048,0.5770730439303353,0.6724890829694323,0.6683225293010276,0.873015873015873,125,104,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a08,N,Staff support: Attitude of staff,0.5773195876288659,0.577084879980203,0.5770730439303353,0.6217616580310881,0.7432858706396678,0.8412698412698413,125,68,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a09,D,Staff support: Email,0.5517241379310345,0.5804710500490677,0.5806770447244872,0.6896551724137931,0.5565006939230541,0.6153846153846154,13,16,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a09,N,Staff support: Email,0.56,0.5805500982318271,0.5806770447244872,0.72,0.7079056237879766,0.6923076923076923,13,12,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a10,D,Staff support: Phone,0.3010752688172043,0.5120139799038882,0.5163879598662208,0.3225806451612903,0.2003050612334107,0.9444444444444444,18,75,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a10,N,Staff support: Phone,0.5882352941176471,0.5171957671957672,0.5163879598662208,0.6274509803921569,0.5294912021656207,0.9444444444444444,18,33,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a11,D,Value: Discounts promotions,0.3815789473684211,0.5307346326836582,0.5366233766233767,0.4370860927152318,0.2843878901228984,0.7058823529411765,51,100,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a11,N,Value: Discounts promotions,0.3625,0.5296758104738155,0.5366233766233767,0.4150943396226415,0.2791138681969386,0.7692307692307693,51,108,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a12,D,Value: Price value for money,0.648854961832061,0.5682751540041068,0.5624656026417171,0.6870229007633588,0.575139744870573,0.9140625,128,134,Frozen Qwen few-shot
frozen_qwen_few_shot,l2-a12,N,Value: Price value for money,0.6511627906976745,0.5683453237410072,0.5624656026417171,0.689922480620155,0.5922821477122493,0.9296875,128,130,Frozen Qwen few-shot
qwen_candidate_pair_qlora,l2-a01,D,Account management: Account access,0.6532663316582915,0.5965346534653465,0.5935954178599323,0.7106598984771574,0.8090256673104987,0.926829268292683,81,116,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a01,N,Account management: Account access,0.5824175824175825,0.5930897340293313,0.5935954178599323,0.6077348066298343,0.6479513252215001,0.9629629629629628,81,100,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a02,D,Company brand: Competitor,0.3294117647058823,0.5963348192174344,0.6080661840744571,0.4260355029585799,0.3404745324951477,0.8670520231213873,86,83,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a02,N,Company brand: Competitor,0.0,0.5945399393326593,0.6080661840744571,0.0,0.2214207441606377,0.8439306358381503,86,2,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a03,D,Company brand: General satisfaction,0.5018007202881153,0.5922528032619776,0.6166289226787447,0.5234093637454982,0.5047820451543652,0.885286783042394,401,432,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a03,N,Company brand: General satisfaction,0.2969924812030075,0.5696936240684516,0.6166289226787447,0.3082706766917293,0.5317417202242457,0.8653366583541147,401,131,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a04,D,Company brand: Reviews,0.12,0.5775061124694376,0.5949238578680203,0.1891891891891892,0.2602391526594449,0.6363636363636364,22,126,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a04,N,Company brand: Reviews,0.0579710144927536,0.5856822150162135,0.5949238578680203,0.088235294117647,0.0636589518358979,0.6666666666666666,22,46,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a05,D,Logistics rides: Speed,0.71900826446281,0.5943795075851778,0.5863985181264885,0.7272727272727273,0.7291694984643005,0.9152542372881356,118,124,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a05,N,Logistics rides: Speed,0.6731707317073171,0.5908634538152611,0.5863985181264885,0.7024390243902439,0.7426880562881354,0.923728813559322,118,87,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a06,D,Online experience: App website,0.3685800604229607,0.5446903894648361,0.5847953216374269,0.3889739663093415,0.6325490154923451,0.8465608465608465,468,185,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a06,N,Online experience: App website,0.2560553633217993,0.5302725968436155,0.5847953216374269,0.2601054481546573,0.5238556502575304,0.8592592592592593,468,101,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a07,D,Purchase booking experience: Ease of use,0.6415620641562064,0.587474000462214,0.5767313019390582,0.6610644257703081,0.6456338044347922,0.9228486646884272,335,379,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a07,N,Purchase booking experience: Ease of use,0.631578947368421,0.5852631578947368,0.5767313019390582,0.6425339366515838,0.6582111703954521,0.9226190476190476,335,328,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a08,D,Staff support: Attitude of staff,0.6991869918699187,0.594488188976378,0.5877422734415925,0.710204081632653,0.7947248382027414,0.9322709163346612,125,120,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a08,N,Staff support: Attitude of staff,0.6792452830188679,0.5925558312655087,0.5877422734415925,0.7014218009478673,0.8086111460410577,0.9047619047619048,125,86,QLoRA Qwen
